query,label
"genuinely curious, convex optimization basics explained with an example problem in simple terms",local
Give me a quick rundown of the signing of the magna carta?,local
farewell!,local
change your language to spanish please,local
ok so any updates on the tech layoffs news happening today this evening,online
"please book a hotel in ny, close to brooklyn, on the 25th to 30th",online
what is the sum of 3 plus 5,local
what country were you made,local
i need to know if the application been processed,online
breaking news on the tech layoffs news this morning,online
how do you say thank you in german,local
"for class tomorrow, why did the renaissance key artists happen for revision",local
Ngl is the expressway flooded from the downpour right now no cap,online
does pizza hut have good reviews,online
"for class tomorrow, the decolonization of africa summary for history class",local
So derive laplace transform step by step briefly,local
"Hey, bayes theorem for my calculus homework in simple terms",local
i appreciate it,local
create a timer for me,local
who won the champions league final last night before my meeting,online
what is the weather going to be like,online
do you know any trivia about ostriches,local
give me a quick rundown of the decolonization of africa,local
are you an automated assistance,local
ethereum price right now before i head out,online
i need an uber that will accommodate eight people to go to the closest amc theater,online
can you translate bowl into russian for me,local
"need this for an interview, derivative of a function formula and when to use it thanks",local
is the t20 world cup game still playing right now as of now,online
i would like to listen to a funny joke,local
ngl live score for the f1 race rn,online
ok so is the nba game still playing right now asap,online
ok walk through probability distributions with numbers?,local
"for class tomorrow, give me a quick rundown of the printing press invention impact pls",local
do a hard reset,local
what did you just mention,local
urgent - nvidia stock today's high and low this morning,online
"For my homework, central limit theorem for my calculus homework",local
any delays on the flyover near the city center today this evening,online
"for class tomorrow, give me a quick rundown of the french revolution timeline for my notes",local
set a six minute timer,local
i would like to hear a funny joke,local
"real talk, is nvidia stock pumping or dumping today",online
make me laugh with a funny joke,local
"Need this for an interview, walk through correlation vs causation with numbers for my notes",local
"genuinely curious, practice problem using matrix multiplication rules before my exam",local
Ngl final score of the nba game for real,online
Practice problem using hypothesis testing,local
"hey, current congestion level on the flyover near the city center right now",online
how does two pointer technique actually work under the hood,local
i must change your name to amanda,local
Urgent - who won the f1 race last night today,online
is the level of fuel in my car enough to get me to work,online
ngl is the metro line open or blocked at the moment?,online
ai how are you doing on this fine day,local
i gotta know when my flight will land,online
how long do you need to bake chicken for it to be safe to eat,local
how would you implement generics in java from scratch,local
quick one - nvidia stock market cap right now tonight,online
update me on my delta flight please,online
"just checking, traffic status on the toll plaza this morning in the last hour",online
"for class tomorrow, taylor series expansion for my calculus homework with an example",local
do you have an employer,local
"for my homework, fourier transform explained with an example problem",local
quick one - final score of the champions league final while i'm stuck in traffic,online
what is the correct way to say 'i am a visitor' in french,local
go ahead and increase the volume to 4 please,local
how does asynchronous programming actually work under the hood,local
"for class tomorrow, compare microservices architecture and stack vs heap memory in one paragraph",local
So explain the mughal empire timeline in a short paragraph — struggling with this,local
nifty 50 price right now today,online
"at four, how much business does georgio have",online
Solana rate as of this minute,online
"hey, the india vs australia test result just now just curious",online
Urgent - any delays on the interstate today in the last hour,online
"hey, quick refresher on graph traversal before my exam briefly",local
how to solve problems using quadratic formula briefly,local
Background on the industrial revolution key inventions for my essay,local
Quick q - important dates related to the discovery of penicillin for revision,local
what does alternative mean,local
"just checking, the cabinet reshuffle developments as of today asap",online
The asia cup final result just now,online
"for my homework, how to solve problems using linear regression math for my notes",local
is the expressway flooded from the downpour right now pls,online
does my life have meaning,local
"just checking, current congestion level on the expressway before my meeting",online
it was nice to converse with you,local
"fyi need to know, current congestion level on the metro line",online
"Genuinely curious, when should i pick virtual functions in c++ over merge sort thanks",local
what is 15% of 3143,local
Background on when the berlin wall fell for my essay,local
"Fyi need to know, is it safe to drive in los angeles with this storm this morning",online
when should i expect my flight to come in,online
ngl current valuation on infosys shares for the group chat,online
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,online
let me know what flights there are out of dallas to miami on march 10 for under $450,online
i'd like you to call me something different,local
are there travel notifications for columbia,online
"real talk, final score of the ashes series before i head out",online
can you please sat it one more time,local
so important dates related to ancient egyptian pyramid construction?,local
good night,local
"yes, that's confirmed",local
quick one - who's leading in the ashes series currently before i head out,online
so probability distributions formula and when to use it — struggling with this,local
so did eur to usd go up or down this morning?,online
how did you save my name,local
solid overview of mock objects in testing for revision,local
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",online
the ashes series highlights from tonight,online
"for class tomorrow, background on ancient egyptian pyramid construction for my essay for my notes",local
Ok ci cd pipeline basics for dummies with an example,local
Is the nba game still playing right now,online
give me a quick rundown of the industrial revolution key inventions,local
the expressway conditions right now because of the storm,online
tell me once more,local
Tesla stock rate as of this minute,online
"just checking, traffic status on the flyover near the city center this morning pls",online
walk through convex optimization basics with numbers before my exam,local
Is the flight delayed out of tokyo due to fog,online
real world use case for monads in haskell,local
i need to know what restaurants are near me,online
what kinds of questions can i ask you,local
please locate me on the map and show me,online
ok chain rule in calculus formula and when to use it,local
please turn on whisper mode,local
what hobbies do you like to partake in,local
is gold rate pumping or dumping today,online
"Real talk, the ipl match result just now tonight",online
what would be a fun fact about cats,local
"hey, real world use case for heap data structure thanks",local
Urgent - is the interstate open or blocked at the moment this evening,online
Is the harbor bridge flooded from the downpour right now,online
Any updates on the central bank's rate decision happening today,online
notes on ACID properties for my assignment for revision,local
"for class tomorrow, walk through logarithm rules with numbers pls",local
any travel advisories for portugal,online
so explain the treaty of versailles terms in a short paragraph in simple terms,local
"i'm cooking an egg, timer for 3 mins",local
real time quote for infosys shares — need it fast,online
what are the currect travel alerts in africa,online
"need this for an interview, give me a quick rundown of the renaissance key artists — struggling with this",local
practice problem using fourier transform,local
Chain rule in calculus for my calculus homework,local
tell me a fun fact about computer,local
yes that is correct,local
i need to set a timer,local
is there someone else you work for,local
ok so who won the champions league final last night tonight,online
what are my gps coordinates at this location,online
how long is it acceptable to carmelize onions,local
is my gas tank at least half full,online
so crude oil price market cap right now as of now,online
bit manipulation tricks vs dijkstra's algorithm which is better and when pls,local
traffic status on the main train route this morning?,online
"please flip a coin for me, tails i win",local
i need to change your voice settings,local
can you tell me what 80 divided buy 4 is,local
is it safe to drive in los angeles with this storm,online
Fourier transform formula and when to use it pls,local
the ipl match result just now currently,online
derivative of a function formula and when to use it,local
you saved my name how,local
Ngl live score for the ashes series,online
what is the meaning of supercede,local
main causes and effects of when the berlin wall fell with an example,local
i prefer female voice now,local
no that is not right,local
you can call me michael,local
practice problem using taylor series expansion,local
change accent to male british,local
can i substitute skim milk for whole milk,local
"operator overloading in c++, explain like i'm a beginner coder?",local
so derive convex optimization basics step by step thanks,local
"immutability in functional programming, explain like i'm a beginner coder in simple terms",local
"real talk, is the metro line open or blocked at the moment as of now",online
ok textbook definition of message queues with an example,local
lets go with heads or tails,local
is the flyover near the city center closed due to the accident for real,online
the t20 world cup game highlights from tonight asap,online
what's going on with the parliament session today at the moment,online
"just checking, is the subway line closed due to the accident while i'm stuck in traffic",online
explain race conditions with a simple example,local
"Hey, breaking news on the airline strike rn",online
quick q - walk through derivative of a function with numbers,local
quick q - the moon landing mission details summary for history class before my exam,local
real world use case for multithreading in java,local
How is tesla stock trending today currently,online
Quick one - how is crude oil price trending today,online
ok so how is sensex trending today,online
ok the wright brothers first flight summary for history class for my notes,local
book me a car rental in nashville,online
"need this for an interview, practice problem using convex optimization basics",local
thank you,local
how do you usually refer to me,local
list my current gps coordinates,online
"for my homework, how to solve problems using gradient descent math thanks",local
textbook definition of heap data structure,local
solid overview of CAP theorem for revision,local
i need you to get me a rental car in nashville,online
did crude oil price go up or down this morning,online
give me an idea of traffic on the way to the doctors office at 6,online
Ok so solana price right now for real,online
how does greedy algorithms actually work under the hood,local
Is the flight delayed out of sydney due to fog pls,online
whats the definition of poor,local
i will determine it with a coin flip,local
tell me the types of things i can ask you about,local
tell me how to say hello in spanish,local
pros and cons of REST vs GraphQL,local
can you use the whisper voice,local
direct me to the closest korean grocery,online
look up zesty in dictionary,local
tell me where you were born,local
what kind of activities do you enjoy,local
i need to know how many r's are in restaurant,local
"Real talk, the ring road conditions right now because of the storm before my meeting",online
i need to know where the nearest place that has mountain dew is,online
"real talk, who won the nba game last night?",online
"fyi need to know, is the interstate closed due to the accident",online
notes on promises vs callbacks for my assignment,local
order a large uber for 5 people to the zoo,online
latest on the tech layoffs news in real time tonight,online
is there another company you work for,local
"what is the name that you have for me, please",local
whats lifes meaning exactly,local
"hey, practice problem using integration by parts thanks",local
roll the dice for me,local
is apple stock pumping or dumping today,online
quick q - background on the discovery of penicillin for my essay before my exam,local
walk me through observer pattern step by step,local
"Fyi need to know, reliance shares rate as of this minute before my meeting",online
"for class tomorrow, background on the silk road trade routes for my essay in simple terms",local
Background on the signing of the magna carta for my essay,local
"i keep forgetting race conditions, break it down for me",local
operator overloading in c++ — key points to remember,local
Eur to usd today's high and low,online
so limits and continuity explained with an example problem thanks,local
so is the storm system offshore affecting traffic right now right now,online
"for my homework, i keep forgetting B-tree indexing, break it down for me with an example",local
"need this for an interview, sharding — key points to remember thanks",local
Bitcoin rate as of this minute,online
"change to whisper mode, please",local
"for my homework, the mughal empire timeline summary for history class pls",local
how does topological sort actually work under the hood,local
what time will my flight be boarding,online
what do you have me saved under,local
ok so is dogecoin pumping or dumping today,online
"fyi need to know, the world cup qualifier score update please",online
how do you say it's snowing in german,local
i need you to increase the speaker volume,local
correct,local
would you care to let me know where you were made,local
how many centimeters are in 4 inches,local
"just checking, the premier league match highlights from tonight tonight",online
what are good restaurants in reno that serve sushi,online
"just checking, who won the grand slam tennis match last night before i head out",online
so quadratic formula formula and when to use it for revision,local
current valuation on solana,online
explain some trivia about lebron james,local
any updates on the parliament session today happening today rn,online
so is the t20 world cup game still playing right now for the group chat,online
"real talk, the s&p 500 today's high and low tonight",online
can i start calling you chris,local
"sorry, i didn't hear you, can you say that gain",local
check out my location up on the map,online
are you a real person or artificial intelligence,local
Convex optimization basics formula and when to use it,local
quick one - what's going on with the ceasefire negotiations at the moment for the group chat,online
let me know what names you have for me,local
is there a travel alert for scotland,online
is almond milk an acceptable substitute for milk,local
Urgent - reliance shares live chart movement as of now,online
translate hello english to french,local
"For class tomorrow, walk through vector cross product with numbers in simple terms",local
quick one - real time quote for solana for real,online
i need an uber to the doctor,online
ok main causes and effects of the french revolution timeline before my exam,local
"quick one - just heard about the heatwave alert, what's the latest before i head out",online
"for my homework, central limit theorem for my calculus homework pls",local
"real talk, the s&p 500 rate as of this minute",online
"just checking, traffic status on the interstate this morning asap",online
"fyi need to know, how is tesla stock trending today",online
start a timer for me,local
So should i carry an umbrella in pune today currently,online
Urgent - the earthquake near the coast status update please right now,online
Should i carry an umbrella in mumbai today,online
give me a quick rundown of the russian revolution 1917,local
"hey, convex optimization basics formula and when to use it briefly",local
tell my bank i am traveling out of country,online
ok so is the interstate closed due to the accident before i head out,online
quick one - current congestion level on the expressway just curious,online
quick one - quick check on nasdaq before i trade at the moment,online
did nvidia stock go up or down this morning asap,online
Ok walk through chain rule in calculus with numbers thanks,local
"howdy, what's new",local
so quick refresher on merge sort before my exam before my exam,local
what the heck is qat,local
timeline of when the berlin wall fell,local
how's traffic en route to virginia,online
"just checking, is the toll plaza open or blocked at the moment this evening",online
urgent - current congestion level on the ring road just curious,online
"Real talk, live score for the india vs australia test tonight",online
can you slow down your speech,local
increase volume to 4,local
that's not what i want!,local
what is behind life's meaning,local
ok the treaty of versailles terms — what actually happened in simple terms,local
walk me through denormalization step by step before my exam,local
why do u work for them,local
do i need a visa for germany,online
the answer is false,local
important dates related to the cold war origins,local
is it safe to drive in toronto with this storm right now,online
notes on quick sort for my assignment,local
"for my homework, probability distributions — proof and intuition before my exam",local
i need to know the nearest bank's location,online
switch over to the female voice,local
"genuinely curious, background on the causes of world war 1 for my essay pls",local
what time will i be allowed to board,online
"Genuinely curious, walk me through big O notation step by step briefly",local
you need to change your accent to the male british one,local
Subqueries in sql cheat sheet in simple terms,local
would you say you are working for me,local
is the wimbledon final still playing right now,online
"for class tomorrow, foreign key constraints for dummies before my exam",local
"urgent - just heard about the covid case numbers, what's the latest tonight",online
excuse me,local
"need this for an interview, the pythagorean theorem — proof and intuition briefly",local
"real talk, who won the premier league match last night tonight",online
where did you live prior to living here,local
"Need this for an interview, how to solve problems using hypothesis testing",local
when will they let me board,online
please set a timer for 6 minutes,local
"genuinely curious, practice problem using limits and continuity",local
can traveling to nepal be safe (what's safe in x),online
"Hey, key figures involved in the causes of world war 1",local
ok monads in haskell for dummies with an example,local
talker faster please,local
i decide to switch out of whisper mode,local
is it possible to make reservations at chili's,online
what country do you consider yourself a citizen of,local
how is the traffic on the way to work,online
what makes you happy in your free time,local
please let my bank know that i will be in rome from february 1 to march 1,online
urgent - quick check on the s&p 500 before i trade before i head out,online
ok,local
Pros and cons of singleton pattern pls,local
"for class tomorrow, law of sines formula and when to use it",local
quick refresher on multiple inheritance in python before my exam thanks,local
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,online
tell me a joke,local
"Just checking, crude oil price price right now for real",online
did the s&p 500 go up or down this morning,online
"about something,tell me some trivia",local
"just checking, the ipl match highlights from tonight today",online
crude oil price market cap right now,online
"genuinely curious, unit testing vs integration testing tutorial with code",local
Walk me through ci cd pipeline basics step by step,local
i want to put you in a different language,local
quick one - the india vs australia test highlights from tonight right now,online
"for my homework, why did the age of exploration key figures happen",local
what is the weather like tomorrow,online
ok explain the industrial revolution key inventions in a short paragraph briefly,local
lower your volume,local
background on the fall of the roman empire for my essay,local
is there an update on flight dl123,online
what is 78 times 85,local
why is regular expressions used instead of merge sort,local
will you roll a 5 sided dice,local
i wanna swap salt for baking soda,local
notes on recursion for my assignment,local
what's going on with the power outage in the city at the moment,online
replay what you just said,local
urgent - is the metro line closed due to the accident this evening,online
reset to factory default,local
graph traversal — key points to remember,local
increase the volume level to 4,local
you are so nice to think of me,local
ok timeline of the french revolution timeline — struggling with this,local
is any traffic on my route to work,online
the merge sort function drops the last element sometimes,local
so give me a quick rundown of the silk road trade routes pls,local
"hey, quick check on dogecoin before i trade in the last hour",online
why did the industrial revolution key inventions happen,local
will it rain in dubai in the next few hours,online
what does deceive mean,local
ok so the supreme court verdict status update please before i head out,online
my regex isn't matching multiline strings the way i expect,local
what are my gps coordinates right now,online
translate hello to french,local
id like a rental car in denver colorado between january 1st and january 3rd and id like a ford if possible,online
how good are the ratings for chic-fil-a,online
"for my homework, law of sines for my calculus homework",local
"i want to change your name, please",local
"need this for an interview, give me a quick rundown of the printing press invention impact with an example",local
"need this for an interview, linear regression math — proof and intuition for revision",local
"hi, i'm john",local
"could you repeat that, please",local
who do yo work for,local
ngl quick check on solana before i trade,online
dijkstra's algorithm interview question breakdown,local
"genuinely curious, permutations and combinations formula and when to use it for my notes",local
can you check where my luggage is off jetblue flight ab123 out of buffalo,online
Any delays on the toll plaza today,online
how is the word acquaintance spelled,local
how old are you again,local
Ngl is the premier league match still playing right now no cap,online
dogecoin rate as of this minute,online
"For class tomorrow, backtracking algorithms cheat sheet with an example",local
do a british male accent only,local
place a marker for me where i am on the map,online
"Need this for an interview, how to solve problems using standard deviation formula in simple terms",local
Ok so the s&p 500 price action this week so far,online
tcs stock live chart movement for real,online
"for my homework, timeline of the mughal empire timeline with an example",local
"for class tomorrow, give me a quick rundown of the periodic table history?",local
who's leading in the wimbledon final currently,online
Quick q - how would you implement generics in java from scratch,local
when should i pick race conditions over sliding window technique,local
primary key vs unique key for dummies,local
the ipl match score update please right now,online
is it safe to travel to argentina,online
"for class tomorrow, i keep forgetting binary search tree, break it down for me pls",local
i'd like you to roll dice,local
what things can you do,local
"For class tomorrow, walk me through hash map step by step?",local
please change the ai name,local
"hey, key figures involved in the theory of evolution basics",local
the power outage in the city status update please,online
current valuation on dogecoin,online
is the parliament session today still ongoing?,online
Ngl live score for the asia cup final asap,online
say it again,local
how many years are you,local
when should i pick unit testing vs integration testing over denormalization,local
does mcdonalds have good reviews,online
ngl usd to inr today's high and low today,online
Quick q - monolith vs microservices cheat sheet thanks,local
Ngl is the highway closed due to the accident pls,online
i need to let my bank know i am traveling to new york,online
quick q - observer pattern for dummies,local
i want to know how to get to statue of liberty by bus,online
Dogecoin today's high and low,online
Explain the renaissance key artists in a short paragraph,local
whats your take on the meaning of life,local
"hey, just heard about the power outage in the city, what's the latest pls",online
The t20 world cup game highlights from tonight,online
quick q - how does normalization forms actually work under the hood thanks,local
main causes and effects of the treaty of versailles terms pls,local
cumin may be substituted for tumeric,local
So is the ipl match still playing right now as of now,online
quick one - any delays on the main train route today?,online
what's the best place to travel to this time of year,online
important dates related to the partition of india,local
"where is my luggage, i was on delta flight ab123 out of dc",online
"Just heard about the airline strike, what's the latest",online
what's ten times eight,local
is the flight delayed out of paris due to fog in the last hour,online
i would like to know the proper way to greet an adult in portuguese,local
so key figures involved in the boston tea party in simple terms,local
message queues cheat sheet,local
so current valuation on usd to inr while i'm stuck in traffic,online
The premier league match score update please at the moment,online
the euro cup semifinal score update please,online
so caching strategies interview question breakdown for my notes,local
so the t20 world cup game highlights from tonight — need it fast,online
the subway line conditions right now because of the storm,online
Ok so the ashes series highlights from tonight just curious,online
just call me dennis,local
integration by parts formula and when to use it,local
the flood situation downtown developments as of today,online
Give me a quick rundown of the discovery of penicillin,local
what is your perception of the meaning of life,local
ok so who's leading in the ashes series currently tonight,online
of course,local
so the harbor bridge conditions right now because of the storm,online
Ok so is the premier league match still playing right now?,online
practice problem using bayes theorem,local
ok so breaking news on the vaccine rollout progress currently,online
what's a cool and interesting thing about dogs,local
"hey, silver rate market cap right now — need it fast",online
what location did you originate at,local
i want to travel to new york and i would like to rent a car,online
when should i pick stack vs heap memory over microservices architecture,local
"for class tomorrow, promises vs callbacks example in python please thanks",local
did the election results get resolved yet no cap,online
nasdaq price action this week so far,online
the causes of world war 1 summary for history class,local
Ok so who won the india vs australia test last night while i'm stuck in traffic,online
"I don't get bit manipulation tricks, someone explain",local
what's 11 yen in pounds,online
"hey, traffic status on the subway line this morning while i'm stuck in traffic",online
Ngl the flyover near the city center conditions right now because of the storm today,online
how does message queues actually work under the hood for my notes,local
"hey, how's it going",local
i need to know the preparation time required for fried chicken,local
"from here on, you'll be responding to the name captain black",local
ripple xrp live chart movement — need it fast,online
how can i travel by bus to the grand canyon,online
"hey, gold rate rate as of this minute at the moment",online
how is infosys shares trending today,online
quick one - final score of the world cup qualifier this evening,online
gradient descent math for my calculus homework,local
your birthplace is where,local
is red lobster busy at 6pm,online
i would have to say yes as my answer,local
could i rent a car from tuesday to thursday out of lax,online
"i keep forgetting tail recursion, break it down for me",local
ok real world use case for singleton pattern,local
john is my name,local
quick q - event loop in node example in python please?,local
Explain dynamic programming with a simple example,local
i need help spelling superficial,local
"Hey, quick check on the s&p 500 before i trade just curious",online
the cabinet reshuffle status update please,online
"hey, pros and cons of memoization for my notes",local
is it going to rain today,online
reset the factory settings,local
Why did the printing press invention impact happen,local
"fyi need to know, the subway line conditions right now because of the storm right now",online
eur to usd rate as of this minute,online
your age please,local
"hey, pros and cons of thread pools?",local
can you tell me the ai's name,local
what are some good restaurants in chicago,online
merge sort example in python please,local
so key figures involved in the signing of the magna carta with an example,local
is the flyover near the city center closed due to the accident today,online
Who's leading in the nba game currently,online
textbook definition of pointers vs references,local
what is 900 times 8,local
central limit theorem — proof and intuition,local
so why is promises vs callbacks used instead of graph traversal,local
infosys shares rate as of this minute asap,online
urgent - final score of the india vs australia test in the last hour,online
Quick one - final score of the f1 race pls,online
"Fyi need to know, final score of the champions league final tonight",online
i'm outta here!,local
live score for the f1 race?,online
current congestion level on the toll plaza pls,online
"hey, the expressway conditions right now because of the storm",online
"you're speaking too fast, slow down",local
"for class tomorrow, the signing of the magna carta — what actually happened thanks",local
The airline strike — anything new in the last hour,online
Ok how to solve problems using law of sines in simple terms,local
"genuinely curious, practice problem using set theory basics",local
thanks for your cooperation,local
"for class tomorrow, publish subscribe pattern tutorial with code with an example",local
do they take reservations at applebees,online
Breaking news on the covid case numbers,online
Explain the russian revolution 1917 in a short paragraph,local
what types of things do you like to do in your spare time,local
Ngl live score for the champions league final asap,online
will it rain in bangalore in the next few hours,online
i want factory settings restores right now,local
why did the french revolution timeline happen,local
"find a columbus, ohio hotel with good reviews",online
"hey, the unification of germany summary for history class",local
tell me five dollars in yen and rubles,online
so subqueries in sql example in python please briefly,local
silver rate price right now for real,online
how to solve this math problem,local
ok so the harbor bridge conditions right now because of the storm in the last hour,online
The nba game score update please,online
"need this for an interview, explain when the berlin wall fell in a short paragraph with an example",local
"i appreciate your help, thank you",local
is there really an answer to the meaning of life,local
i would i say subway if i were english,local
"just checking, who's leading in the wimbledon final currently no cap",online
big O notation vs kubernetes pods which is better and when?,local
can i swap cayenne pepper for black pepper,local
"for my homework, pros and cons of binary search tree — struggling with this",local
can you tell me if my application for a credit card has been processed yet it was at chase bank,online
is this a computer right now or a human being,local
so why did the ottoman empire decline happen,local
tell me about my american express application; did it go through,online
"just checking, the india vs australia test result just now pls",online
what types of things are you able to do,local
who's leading in the ashes series currently as of now,online
trie data structure example in python please,local
roll the die!,local
"so i don't get memoization, someone explain?",local
"Genuinely curious, pros and cons of foreign key constraints",local
what are some things you like to do,local
quick one - real time quote for tesla stock right now,online
Derivative of a function — proof and intuition,local
so traffic status on the expressway this morning before i head out,online
"need this for an interview, B-tree indexing vs publish subscribe pattern which is better and when",local
please raise the volume to 4,local
mock objects in testing — key points to remember,local
do i need a visa to get into canada later this year,online
current valuation on nifty 50,online
main causes and effects of the discovery of penicillin,local
what does discretionary mean,local
microservices architecture example in python please in simple terms,local
"observer pattern, explain like i'm a beginner coder briefly",local
i want to know how to correctly spell cemetery,local
so explain promises vs callbacks with a simple example — struggling with this,local
sensex price right now,online
can i substitute cream for milk,local
Important dates related to the periodic table history briefly,local
"just checking, did the border tensions get resolved yet",online
i will call you cap,local
Key figures involved in the mughal empire timeline,local
"real talk, quick check on sensex before i trade this morning",online
live score for the la liga clasico just curious,online
please repeat over what you said,local
"just checking, silver rate market cap right now today",online
Dow jones price right now,online
what is your birthday again,local
Ok so current congestion level on the subway line before my meeting,online
Quick q - the moon landing mission details — what actually happened pls,local
can i call you dave,local
i call tails for a coin flip you need to do right now,local
tell me where you're made,local
"fyi need to know, did the covid case numbers get resolved yet before my meeting",online
quick one - is crude oil price pumping or dumping today for real,online
pros and cons of merge sort,local
denormalization tutorial with code — struggling with this,local
"Ok so just heard about the border tensions, what's the latest just curious",online
how to solve problems using set theory basics — struggling with this,local
"genuinely curious, important dates related to the ottoman empire decline for revision",local
"fyi need to know, current congestion level on the highway just curious",online
"Need this for an interview, derive law of sines step by step before my exam",local
textbook definition of trie data structure,local
"fyi need to know, final score of the india vs australia test this morning",online
Limits and continuity for my calculus homework — struggling with this,local
would you give me directions to the closest starbucks restaurant,online
Ngl is the border tensions still ongoing before i head out,online
ngl current air quality index in tokyo pls,online
i would like that repeated,local
can you translate i have to go pee into korean for me,local
does olive garden take reservations,online
"need this for an interview, how does microservices architecture actually work under the hood thanks",local
do you go by any nicknames,local
"real talk, is the interstate open or blocked at the moment",online
Explain when the berlin wall fell in a short paragraph,local
how would i say pleased to meet you if i were japanese,local
"real talk, live score for the nba game just curious",online
it was nice to get in touch,local
is the toll plaza flooded from the downpour right now in the last hour,online
The cabinet reshuffle status update please,online
assist me to know how to get to target by bus,online
are there any flights out of la to chicago on march 3rd for under $500,online
"hey, breaking news on the border tensions rn",online
can i exchange milk for cream in recipes,local
Key figures involved in the causes of world war 1,local
ACID properties — key points to remember,local
hey how's it hanging,local
tell me a joke about cows,local
real time quote for silver rate for real,online
show me a well reviewed hotel in evans,online
ngl the india vs australia test result just now — need it fast,online
how long to microwave a frozen dinner,local
ok the age of exploration key figures — what actually happened with an example,local
i want to know the nearest bank's location,online
"Need this for an interview, convex optimization basics — proof and intuition with an example",local
Give me a quick rundown of the great depression causes,local
Is the euro cup semifinal still playing right now while i'm stuck in traffic,online
"For class tomorrow, publish subscribe pattern tutorial with code for revision",local
"i keep forgetting connection pooling, break it down for me",local
Urgent - final score of the world cup qualifier,online
the protest downtown developments as of today,online
derive central limit theorem step by step,local
the euro cup semifinal highlights from tonight rn,online
i think bradley is a better name for you,local
urgent - traffic status on the airport terminal this morning no cap,online
"yes, that is correct",local
Ok so latest on the parliament session today in real time this morning,online
sensex price action this week so far at the moment,online
Derive permutations and combinations step by step before my exam,local
"Real talk, how humid is it in tokyo right now at the moment",online
ok walk through law of cosines with numbers briefly,local
is the election results still ongoing just curious,online
ethereum price right now no cap,online
Any delays on the flyover near the city center today,online
Timeline of the ottoman empire decline,local
Pros and cons of CAP theorem,local
please say that one more time,local
how old will you be next year,local
have a good one,local
"Compiler vs interpreter, explain like i'm a beginner coder",local
"for class tomorrow, background on the industrial revolution key inventions for my essay pls",local
quick q - taylor series expansion for my calculus homework?,local
pros and cons of abstract class vs interface,local
i lost my luggage,online
silver rate price action this week so far,online
are you ai,local
"speak more quickly, please",local
urgent - is the ring road open or blocked at the moment asap,online
gold rate price right now rn,online
is the ring road open or blocked at the moment,online
"Need this for an interview, immutability in functional programming tutorial with code thanks",local
what are reviews for ihop like,online
"Fyi need to know, is the ashes series still playing right now",online
current congestion level on the flyover near the city center,online
can i use something else if i don't have eggs,local
"fyi need to know, who's leading in the wimbledon final currently right now",online
"I don't get binary search tree, someone explain",local
"for class tomorrow, database indexing tutorial with code before my exam",local
how to solve problems using fourier transform,local
real world use case for garbage collection,local
"need this for an interview, notes on CAP theorem for my assignment",local
tell me that status of flight dl123,online
why is SOLID principles used instead of TCP vs UDP,local
lets do a coin toss,local
quick one - final score of the wimbledon final before my meeting,online
urgent - did nvidia stock go up or down this morning just curious,online
