query,label
how do i find the meaning of life,local
what is the purpose of exsistance,local
what is your version on the meaning of life,local
what is your explanation for the meaning of life,local
what is the purpose of creation,local
can you figure out the meaning of life,local
whats your take on the meaning of life,local
can you explain the meaning of life to me,local
what is life all about,local
can you explain the meaning of life,local
"what's the point of life, anyways",local
the meaning of life please,local
the meaning of life,local
i'd like to me told the meaning of life,local
do you know the meaning of life,local
say what the meaning of life is,local
can you tell me life's meaning,local
what's the meaning of my life,local
what is the underlying purpose to life,local
what do you think about the meaning of life,local
what is life’s meaning,local
help me figure out the meaning of life,local
"would you tell me the meaning of life, please",local
"could you tell me the meaning of life, please",local
can you tell me the meaning of life,local
could you tell me the meaning of life,local
"can you tell me the meaning of life, please",local
what does life mean to you,local
is there really a meaning of life,local
is there any meaning to being alive,local
what is the meaning of my life,local
what is the point of life,local
what's the point of everything,local
is there a meaning to life,local
why are we here in life,local
can you share the meaning of life,local
research the meaning of life,local
can you tell me what you think the meaning of life is,local
what is our purpose here on earth,local
is love the meaning of life,local
is there a reason people exist,local
what is the secret or meaning to life,local
what does life mean on a deeper level,local
how would you put what life is all about,local
how would you describe what life means,local
what do people say life means or the meaning is,local
life has what meaning or what's the secret to it,local
where is there meaning in life,local
what is the meaning of this life,local
do you know what the meaning of life is,local
what's life's meaning,local
"does life have a meaning, according to you",local
does this life have a meaning,local
can you share with me your interpretation of the meaning of life,local
what do you think is the meaning of life,local
is there a meaning in life,local
i wonder if you can explain the meaning of life,local
"i always wonder about the meaning of life, can you tell me",local
what's my meaning in life,local
define the meaning of life,local
meaning of life is,local
what is your perception of the meaning of life,local
whats the meaning of life,local
what do you think the meaning of life is,local
what is behind life's meaning,local
does ireland have any travel alerts i should be aware of,online
does north korea have any travel alerts i should be aware of,online
are there any travel alerts for russia,online
does spain have any travel alerts i should be aware of,online
are there any travel alerts for north korea,online
does macedonia have any travel alerts i should be aware of,online
are there any travel alerts for syria,online
are there any travel alerts for ukraine,online
does myanmar have any travel alerts i should be aware of,online
are there any travel alerts for china,online
is there a travel alert for russia,online
is there a travel alert for scotland,online
does russia have any travel alerts i should be aware of,online
is it safe to travel to iceland,online
is it safe to travel to russia,online
does italy have any travel alerts i should be aware of,online
does germany have any travel alerts i should be aware of,online
is there a travel alert for north korea,online
does china have any travel alerts i should be aware of,online
is there a travel alert for canada,online
is it safe to travel to norway,online
is it safe to travel to bermuda,online
is it safe to travel to argentina,online
does finland have any travel alerts i should be aware of,online
is there a travel alert for spain,online
have there been any travel alerts issued for france,online
tell me about any travel alerts issued for germany,online
are there any travel warnings for london,online
should i know about any travel alerts before traveling in the usa,online
are there any new travel warnings for the us,online
any travel advisories for portugal,online
can you tell me if germany issued any travel warnings,online
does france have any current travel alerts,online
does spain expect any travel alerts,online
i am going to australia and want to be notified of any travel alerts,online
"i am going to be traveling in turkey, are there any alerts",online
are there any alerts for traveling in belize,online
what alerts are listed for traveling to paris,online
i need to know about travel alerts for mexico,online
what travel alerts are there in china,online
are there any alerts for travelling to beirut,online
argentina travel alert yes or no,online
does argentina have a travel alert,online
is there a travel alert in argentina,online
list of countries with travel alerts,online
can traveling to nepal be safe (what's safe in x),online
will i be safe while traveling to lyon (will you be safe),online
how safe is it to travel to mongolia (how safe is mongolia),online
is it safe to travel to rio de janeiro (is rio de janeiro safe),online
is traveling to dublin safe (will dublin be safe),online
is new caledonia safer than other countries,online
is las vegas a safe place to visit,online
if i go to baltimore will i be safe,online
"can you give me the travel alerts for jalisco, mexico",online
what are the latest travel alerts for dubai,online
"are there any travel alerts i should know about for buenos aires, argentina",online
i need any relevant travel alerts for australia,online
are there travel notifications for columbia,online
where in the world is there a travel alert,online
what are today's travel advisories,online
can you list the places that there are travel alerts for,online
where are there current travel alerts,online
is there a travel alert for [country],online
if i got to indonesia is it safe,online
i am thinking of going to brazil and was wondering if that is hazardous,online
would it be safe to go to columbia,online
is mexico a safe place,online
what potential hazards are there for going to spain,online
does a travel alert exist for that country,online
inform me if there's a travel alert for the country,online
does the country have a travel alert,online
i'd like to see if there's a travel alert for the country,online
can you tell me if there's a travel alert for that country,online
any travel alerts for south korea,online
are there travel alerts for europe,online
what are the currect travel alerts in africa,online
can i safely travel to brazil,online
does japan have any travel alerts i should be aware of,online
is there travel alerts for greece,online
how safe is it to travel to germany,online
is it safe to travel to china,online
is it safe to fly to russia,online
does france have any travel alerts i should be aware of,online
look for travel alerts for china,online
does south korea have any travel alerts i should be aware of,online
is it dangerous to travel to mexico,online
any travel alerts for canada,online
any travel alerts for that country i should know about,online
are there any travel alerts in that region,online
i need to know the travel alerts for kenya,online
any alerts for travelers to canada,online
should i be worried about any travel alerts for that country,online
look up travel alerts for canada,online
is there a travel alert for that country,online
find if there are any travel alerts for canada,online
search for any travel alerts for canada,online
does kenya have any travel alerts right now,online
check travel alerts for kenya,online
do i need to read any travel alerts for kenya,online
search for travel alerts for kenya,online
lets hear an interesting fact about funko pops,local
know any interesting facts,local
what is one fun fact,local
tell me a fact,local
lets hear a fact,local
any unique trivia about beats headphones,local
tell me a fact i may not know,local
what is one thing i might not know about nike shoes,local
tell me something interesting about sperm whales,local
i want to know a fun fact about pluto,local
what's an interesting fact about flamingos,local
tell me a random fact,local
have any cool facts on reptiles,local
i want to learn an interesting fact about cats,local
read me some fun facts,local
tell me a few facts about cats,local
help me learn something intriguing about turtles,local
read me some interesting information about cats,local
what's an interesting tidbit about rivers,local
can you tell me something i don't know about banks,local
can you tell me a fun fact regarding cars,local
do you know any fun facts about shampoo,local
what's a fun fact about eggs,local
what's a neat fact about twinkies,local
i'd like to hear a fun fact about adult entertainment,local
tell me something neat about slinkies,local
tell me something fun about gravity,local
say trivia about lebron james,local
tell me a fun fact about mt everest,local
give me some trivia about lebron james,local
what are some trivia questions about lebron james,local
repeat that fun fact about mt everest,local
what is a fun fact about mt everest,local
say a fun fact about mt everest,local
do you know any fun facts about mt everest,local
explain some trivia about lebron james,local
communicate trivia about lebron james,local
what are fun facts about lighthouses,local
can you tell me fun facts about lighthouses,local
tell me interesting facts about lighthouses,local
tell me a fun trivia bit about artificial intelligence,local
do you know any trivia about the ocean,local
tell me something neat about the ocean floor,local
i'd like to hear a fun fact about the nfl,local
i want to hear an interesting fact about dinosaurs,local
please tell me an interesting tidbit about the roman empire,local
can you share some trivia with me about us history,local
do you know any fun facts about the ocean,local
i want to learn a neat fact about black holes,local
can you give me a good piece of trivia about the rainforest,local
tell me something interesting about outer space,local
share with me a fun fact about outer space,local
tell me a neat fact about the ocean,local
tell me some interesting trivia about dinosaurs,local
i want to hear a fun fact about american presidents,local
give me an interesting fact about antarctica,local
can you share something interesting about world war one,local
i want to know some trivia about our solar system,local
tell me a fun fact about the olympics,local
tell me something cool about elephants,local
name some awesome things about dogs,local
list some neat stuff about rats,local
what's a good trivia fact about china,local
give me a fun fact about otters,local
do you know any fun facts about australian football,local
tell me some trivia about birds,local
do you know any trivia about ostriches,local
what's a good fun fact about great britain,local
give me trivia about bats,local
fun facts about tigers,local
tell me something interesting about los angeles,local
what's a fun fact about mythology,local
what's a fun fact relating to elephants,local
what's a cool and interesting thing about dogs,local
i'd like to hear some trivia about florida,local
tell me a fun fact about butterflies,local
please give me a really impressive piece of trivia about bubble gum,local
what is the most fun fact you know about the film industry,local
please tell me trivia about hamburgers,local
what is the most unique piece of trivia relating to cameras,local
what's a fun fact about elephants,local
tell me some amazing trivia about radios,local
tell me a fun fact about computer,local
please tell me a really fun fact about facebook,local
can you tell me the most interesting fact about resistors,local
what is an amazing trivia fact relating to 3d printing,local
tell me a fun fact about tigers,local
can you tell me a fun fact about elephants,local
what is a fun fact about dogs,local
what would be a fun fact about cats,local
tell me all about the trivia with friends,local
i need to know trivia on star wars,local
lets fin out some fun facts about humans,local
i want to know all about trivia for the office,local
explain to me the trivia on twilight,local
lets go threw some trivia on sports,local
"trivia about something,tell me some",local
tell me about something some trivia,local
tell me some something trivia,local
"about something,tell me some trivia",local
adjust your language setting to english,local
change and set your language setting to english,local
set your language setting to english,local
make your preferred language english,local
"i would like to have language set to spanish, please",local
please give me your responses only in french from now on,local
can we speak in english rather than zulu,local
i would like to change your language from portuguese to italian,local
change the response language to french please,local
what languages can i switch to for your responses,local
can you give me the answers in italian instead of english,local
i want us to speak to each other in spanish from now on,local
"switch the language for your responses, please",local
let's speak in mandarin instead of english,local
how can we start communicating in french rather than english,local
please change the language that you are responding in,local
how do i change the language that your responses are delivered in,local
i need to switch the language for your responses,local
i need to change language to spanish,local
fix my language to spanish,local
speak in the language english,local
i need to change my speaking to spanish,local
i want to switch speaking to french,local
replace my language to chinese,local
can you change your language to japanese,local
change your language to spanish please,local
can you translate that to french,local
please respond to me in spanish,local
can you speak to me using japanese,local
i would appreciate it if you could talk to me in french,local
do you know french,local
can we talk in french,local
can you talk to me in italian,local
can you speak to me in french,local
can you speak to me in chinese,local
talk to me in italian from now on,local
can i start talking to you in french,local
can you talk to me in french,local
can you talk in spanish,local
can i start talking to you in spanish,local
please talk to me in spanish,local
"can you understand me, if i start talking in italian",local
is it ok if i start speaking to you in german,local
can i give you instructions in japanese,local
talk to me in spanish from now on,local
can you talk to me in chinese,local
i am going to switch to greek,local
i want to use spanish as my language,local
i will be speaking chinese going forward,local
the language i am using will now be italian,local
i am changing over to italian now,local
is there an option to speak only in mandarin,local
let's go ahead and switch your language,local
i want to edit the language,local
is it possible to only talk in spanish,local
let me talk to you in greek,local
change the native language,local
can i speak to you in german,local
is there an option to change the language,local
i need to change the language to french,local
how can i adjust the spoken language,local
answer me in french,local
please respond in latin from now on,local
talk to me in italian,local
let’s chat using spanish,local
i need the language set to swahili,local
change the language you're using to american english,local
switch the language setting over to german,local
"change language to french, please",local
can you swap the language to afrikaans for me,local
i want you to address me in italian,local
i want you to speak in french,local
start talking in spanish,local
can you speak in french,local
i want to hear from you in german,local
change your language setting to german,local
alter your language to french,local
change your language prefrences japanese,local
change your language setting to chinese,local
alter your language choice to dutch,local
change your language,local
can i change your language,local
select a new language,local
i want to put you in a different language,local
let's change the language for you,local
set default language to english,local
you should respond in english,local
please respond in english,local
change your spoken language to english,local
change language setting to english,local
switch your language setting to english,local
i want your language changed to chinese,local
can you start talking to me in spanish from here on out,local
please speak to me in chinese,local
please make your language setting french,local
please speak german to me from now on,local
i need your language setting to be russian now,local
please change your language setting to spanish,local
i want your responses to be in french,local
"from now on, i want you to answer me using japanese",local
when will my application for my credit card be processed,online
has the discover card approved my app,online
do you know if my amex card app went through,online
have they looked over my app for the new credit card yet,online
has my application for the mastercard card gone through,online
have my app for a new card been processed yet,online
has the application i put in for a new visa been processed,online
has there been any notice that my card app has been looked at,online
has visa gotten back to me regarding my card app,online
see if my form submission for an american express card has been seen,online
do you know if anyone's even looked at the application i sent in for the new visa card,online
has anyone looked at my mastercard application,online
have i gotten confirmation for my credit card app,online
can you check if my application for a discovery card has been looked over yet,online
is there any indication my application for a new credit card has been processed,online
"i put in a credit card application, so what is the status with it currently",online
did my visa card app go through yet,online
did my chase card application go through yet,online
do you know the status of the credit card application i filed,online
has the application for my visa been processed,online
i filed a credit card application so what is going on with it,online
did my american express card application go through yet,online
what is the status of the application for a credit card i put in,online
has the application for my american express been processed yet,online
my credit card application has what status,online
where can i go to see if my credit card application has been processed,online
will i be notified when my application has been processed,online
what is the status of my credit card application,online
how will i know when my application for a credit card has been processed,online
where can i find out the status of my credit card application,online
"tell me if my application has been processed yet, i signed up for a credit card recently",online
can you check and see if my credit card application has been approved or not,online
has my application for a trust bank credit card been mailed out and if so was i approved or not,online
could you check and see if my credit card application has been processed and approved or not,online
i want to know if my application for a credit card at community bank has been approved or not,online
can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago,online
can you tell me if my application for a credit card has been processed yet it was at chase bank,online
was my application approved or not for a credit card at chase bank,online
i want an update on my application for a credit card that i sent in a couple weeks ago,online
i haven't heard if my application for a credit card has been accepted or not can you check on it for me,online
please look into the latest status of my credit card application,online
can you update me on the status of my american express card application,online
"can you find out the latest on my credit card application, i haven't heard an update in some time",online
find out for me if my amex card application was received,online
can you check the status of my credit card application,online
how can i track the progress of my credit card application,online
"has my credit card application been received, or what is its current status",online
i need to know what the latest is with my application for a visa credit card,online
please check the status of my mastercard application,online
do you know what the latest is with my credit card application,online
i would like an update on the progress of my credit card application,online
update me on the status of my credit card application,online
please get me an update on the status of my credit card application,online
has there been any changes in the status of my credit card application,online
please find out the current status of my credit card application,online
i want to be updated on the most recent status of my credit card application,online
tell me the present status of the credit card application i submitted,online
look into the status of the credit card application i submitted recently for my new card,online
look to see if my application for the barclay's card has gone through yet,online
i want to know if my credit card application has been processed yet,online
i need to know if the application been processed,online
tell me straight if it has been processed or not,online
can you tell me when my credit card application will be processed,online
how much longer until my credit card application is checked,online
when will my credit card app be approved,online
has my credit card application gone through,online
check on my credit card application,online
do i have any updates about my credit card application,online
has my credit card application been processed,online
have i received any messages about my credit card application,online
when can i hear the decision on my credit card application,online
my credit card application status,online
"i applied for the credit card, have you processed my application",online
how long to process my credit card application,online
how is my application on new credit card going,online
what is the status of my new credit card application,online
is my application processed for credit card,online
help with credit card application status,online
is my credit card application approved,online
what is the status of my application for the credit card,online
has my credit card application been processed yet,online
what's the current status of the credit card i applied for,online
in what status is my credit card application,online
did the application i put in for a mastercard go through yet,online
has my application for a new credit card been processed,online
has my amex application gone through yet,online
i applied for a visa card; did that go through,online
what status is my card application in,online
did they process the credit card i applied for,online
i applied for a new credit card; did it process yet,online
did discover get my card application yet,online
tell me about my american express application; did it go through,online
tell me a little more about the status of my credit card application,online
tell me the status of my credit card application,online
is the processing done on my new credit card,online
i'm desperate to know about my cc processing,online
have you heard anything back on my cc application,online
is it likely my credit card application has processed yet,online
has my credit card application been approved,online
when will my cc application process,online
what is the projected time frame for the flight to land,online
is there any news on flight dl123,online
what is the word on flight dl123,online
when will we begin to board my scheduled flight,online
whats the status of my frontier flight,online
when will my flight take off,online
what is the arrival time for my flight,online
whats the status of my delta flight,online
whats the update on flight dl123,online
is there an update on flight dl123,online
when will my flight land,online
at what point should the flight land,online
what time is my flight scheduled to leave,online
when is my flight supposed to leave,online
whats the status of my south west flight,online
when should the flight land,online
whats the latest on flight dl123,online
whats the status of my united flight,online
whats the status of my singapore flight,online
give me the status of flight dl123,online
tell me that status of flight dl123,online
is flight dl123 coming in on time,online
is flight dl123 on time,online
what's the latest with my united flight,online
update me on my delta flight please,online
tell me what the status of my american airlines flight is,online
look up when my flight is set to start boarding,online
at what time will my flight land,online
i need to know the status of my alaska air flight,online
at what time will my flight begin boarding,online
what time is my flight supposed to board,online
tell me what time my flight ought to be landing,online
tell me when my flight is scheduled to start boarding,online
when is my plane scheduled to land,online
when does boarding for my flight begin,online
whats the most recent status for my virgin air flight,online
can you check when my flight lands,online
what time is my flight supposed to be landing,online
can you tell me the status of my delta flight,online
whats my delta flight's status,online
is my delta flight on time,online
when will my delta flight depart,online
will my delta flight leave on time,online
what is the eta of my flight,online
when is my flight due to arrive,online
what landing time is scheduled for my flight,online
what time is my plane supposed to arrive,online
what is the scheduled arrival time for my flight,online
please tell me the status of my southwest flight,online
i would appreciate it if you could tell me the status of my southwest flight,online
what is the status of my frontier flight,online
could you tell me the status of my frontier flight,online
do you mind informing me the status of my southwest flight,online
when will my aa flight be landing,online
when's my flight boarding,online
what's the latest info on flight dl123,online
when will my panam flight be arriving,online
when will my jetblue flight get here,online
when will they let me board,online
can you update me with the status of flight dl123,online
what's the status of my united flight,online
can you tell me where flight dl123 is,online
at what point will this flight start letting people board,online
how long until delta is at the gate,online
when should i expect my flight to come in,online
when can i start boarding my flight,online
when's my flight getting here,online
how long until my flight is here,online
has flight dl123 arrived yet,online
what time will i be allowed to board,online
any idea where flight dl123 is right now,online
what's my flight's eta,online
what time does my flight get in,online
when does my flight arrive,online
let me know the status of flight dl123,online
tell me the status of flight dl123,online
i would love to know when my flight is going to land,online
i wanna know the status of flight dl123,online
tell me when my flight will land,online
i gotta know when my flight will land,online
please inform me when my flight scheduled to board,online
i would like to know when my flight scheduled to board,online
i need to know when my flight scheduled to board,online
tell me when my flight scheduled to board,online
please tell me when my flight will land,online
i wanna know when my flight scheduled to board,online
i need to know the status of flight dl123,online
i wish to know when my flight will land,online
what is the scheduled landing time for my flight,online
what time will my flight be boarding,online
what time is this flight supposed to land,online
what time will i be able to board the plane,online
when will i get to my destination,online
can you tell me what time this flight is going to land,online
please tell me what the boarding time is for my plane,online
what time will my flight reach the destination,online
can you tell me when my flight is going to board,online
tell me when my flight is landing,online
i need to know when my flight is landing,online
so when is my flight landing,online
please flip a coin and tell me what side it lands on,local
will you flip a coin so i can make a choice,local
flip a two sided coin and tell me what it lands on,local
i need you to flip a coin so i can decide,local
begin the coin flip now,local
i want you to help me make a decision by flipping a coin,local
"please flip a coin, and i call heads",local
"flip a coin and let me know if it lands on heads or tails, please",local
i want you to flip a fair sided coin,local
are you able to flip a two sided coin,local
i need you to flip a coin so i can make a choice,local
"can you please flip a coin, i call tails",local
"flip a coin, i call tails",local
heads or tails i choose tails,local
please tell me if a coin lands on tails,local
please tell me if a coin flip lands on heads or tails,local
flip a coin heads or tails,local
please flip a coin i select tails,local
will you flip a coin,local
can you get a coin and flip it,local
would you flip a coin,local
will you get a coin and flip it,local
"flip a coin for me, with you calling heads",local
i'd like you to throw a virtual coin for me,local
can i get a random heads or tails,local
can you do a coin flip,local
i want a coin flip and i'll take tails,local
i call tails for a coin flip you need to do right now,local
do a virtual coin flip and tell me if i win as tails,local
randomly pick between heads or tails and tell me if tails wins,local
toss a coin and tell me what it lands on,local
choose heads or tails and tell me what you came up with,local
flip a fair coin i win if it's tails,local
flip a coin for me i call tails,local
flip me a coin i'm calling tails,local
take a coin and flip it and i call tails,local
"hey, flip me a coin i call tails",local
flip a coin one time,local
flip that dime,local
i need to do a fair coin flip,local
flip that coin once; it must be tails,local
flip a quarter,local
do one coin flip; it will be tails,local
flip a coin; i say tails,local
how about a coin flip,local
let's decide with a coin flip,local
can you flip a coin once,local
"if you flip a coin, i call tails",local
let's settle it with a coin flip,local
please flip a coin i hope its tails,local
i need you to flip a coin once,local
flip that coin please,local
flip the coin,local
"flip that coin please, i choose heads",local
flip that coin now,local
"i choose heads, now flip that coin",local
"go ahead and flip that coin, i am choosing heads here",local
flip it please,local
"i am choosing heads, now please flip that coin",local
go ahead and flip a coin,local
"go ahead and flip that coin, i choose heads",local
can you flip a coin and tell me the result,local
i will determine it with a coin flip,local
i want you to flip a coin,local
flip a coin and tell me if its heads or tails,local
flip a coin if you will,local
can you do a coin flip for me,local
i need to have a coin flipped,local
i would like a coin flip,local
i ned you to flip a coin,local
i want a coin flipped,local
flip a coin for me,local
i want a coin flip,local
i require a coin flip,local
lets go with heads or tails,local
lets flip for it,local
toss a coin i will take heads,local
"lets do a coin toss, i call tails",local
"filp a coin, i call heads",local
spin a coin,local
lets do a coin toss,local
