query,label
ngl is the flight delayed out of hyderabad due to fog right now,online
summarize backtracking algorithms in a few bullet points,local
quick one - tesla stock rate as of this minute right now,online
"need this for an interview, background on the renaissance key artists for my essay?",local
"just checking, is the flight delayed out of kolkata due to fog",online
ok so is the premier league match still playing right now at the moment,online
permutations and combinations — proof and intuition,local
ngl traffic status on the highway this morning — need it fast,online
"Just checking, current congestion level on the highway today",online
"fyi need to know, traffic status on the highway this morning currently",online
"Just checking, who won the la liga clasico last night for real",online
how bad is the cabinet reshuffle right now,online
compare CAP theorem and test driven development in one paragraph,local
"hey, current air quality index in bangalore",online
Derive matrix multiplication rules step by step,local
Is the metro line closed due to the accident,online
"genuinely curious, notes on mock objects in testing for my assignment?",local
So real time quote for tcs stock before i head out,online
Ok matrix multiplication rules explained with an example problem?,local
"Hey, live score for the euro cup semifinal this evening",online
urgent - the ceasefire negotiations — anything new in the last hour tonight,online
textbook definition of ci cd pipeline basics,local
explain normalization in databases with a simple example,local
urgent - is the india vs australia test still playing right now before my meeting,online
Why did the unification of germany happen,local
"hey, live score for the euro cup semifinal as of now",online
nasdaq rate as of this minute,online
"for class tomorrow, derive eigenvalues and eigenvectors step by step — struggling with this",local
"hey, is the ufc fight card still playing right now no cap",online
"For my homework, walk through law of sines with numbers",local
Quick one - traffic status on the flyover near the city center this morning for real,online
"for class tomorrow, derivative of a function for my calculus homework before my exam",local
the mughal empire timeline summary for history class,local
infosys shares live chart movement for real,online
"real talk, did ethereum go up or down this morning as of now",online
traffic status on the metro line this morning?,online
"Genuinely curious, walk through bayes theorem with numbers — struggling with this",local
Timeline of the silk road trade routes — struggling with this,local
quick one - is the flight delayed out of tokyo due to fog at the moment,online
is the toll plaza flooded from the downpour right now in the last hour,online
"for my homework, main causes and effects of the silk road trade routes",local
"For my homework, give me a quick rundown of the silk road trade routes thanks",local
"For my homework, how to solve problems using law of sines",local
quick one - the world cup qualifier highlights from tonight,online
The f1 race highlights from tonight at the moment,online
How humid is it in new york right now,online
"Real talk, how humid is it in san francisco right now tonight",online
so summarize merge sort in a few bullet points,local
so practice problem using hypothesis testing?,local
current congestion level on the highway tonight,online
"for class tomorrow, main causes and effects of the renaissance key artists thanks",local
urgent - is there a heat advisory in delhi today before my meeting,online
"subqueries in sql, explain like i'm a beginner coder with an example",local
did cardano go up or down this morning pls,online
compare virtual memory and map reduce filter functions in one paragraph,local
"just checking, any delays on the airport terminal today — need it fast",online
REST vs GraphQL for dummies for revision,local
"For class tomorrow, correlation vs causation — proof and intuition",local
TCP vs UDP interview question breakdown,local
"for my homework, give me a quick rundown of the wright brothers first flight thanks",local
"Quick one - just heard about the protest downtown, what's the latest no cap",online
so textbook definition of garbage collection before my exam,local
"for my homework, difference between hash map and publish subscribe pattern before my exam",local
so derive convex optimization basics step by step — struggling with this,local
"hey, how is crude oil price trending today currently",online
quick one - who won the ashes series last night just curious,online
the french revolution timeline summary for history class,local
Ok walk through permutations and combinations with numbers pls,local
urgent - reliance shares live chart movement for real,online
Quick one - traffic status on the interstate this morning just curious,online
ngl is the metro line open or blocked at the moment?,online
"fyi need to know, is the asia cup final still playing right now before i head out",online
give me a quick rundown of the moon landing mission details in simple terms,local
Explain singleton pattern with a simple example,local
"hey, any updates on the covid case numbers happening today at the moment",online
Dow jones live chart movement right now,online
ok how to solve problems using probability distributions with an example,local
ok so is the trade deal talks still ongoing rn,online
solid overview of memoization for revision,local
"Genuinely curious, timeline of the causes of world war 1 for revision",local
timeline of the decolonization of africa,local
Ok so what's going on with the earthquake near the coast at the moment?,online
"hey, the power outage in the city developments as of today asap",online
Quick q - ancient egyptian pyramid construction summary for history class before my exam,local
ok taylor series expansion explained with an example problem with an example,local
compare eventual consistency and publish subscribe pattern in one paragraph for my notes,local
Quick q - walk through matrix multiplication rules with numbers before my exam,local
"need this for an interview, vector cross product formula and when to use it",local
the signing of the magna carta summary for history class,local
"hey, immutability in functional programming for dummies",local
permutations and combinations formula and when to use it,local
main causes and effects of the industrial revolution key inventions,local
"genuinely curious, the printing press invention impact — what actually happened with an example",local
how to solve problems using taylor series expansion,local
Hypothesis testing formula and when to use it,local
"just checking, is sensex pumping or dumping today asap",online
"just checking, cardano price action this week so far this evening",online
is apple stock pumping or dumping today,online
ok so the euro cup semifinal highlights from tonight before my meeting,online
ok explain race conditions with a simple example with an example,local
summarize denormalization in a few bullet points,local
Tcs stock today's high and low,online
"hey, textbook definition of kubernetes pods briefly",local
Main causes and effects of the silk road trade routes,local
Quick q - solid overview of tail recursion for revision,local
"fyi need to know, the euro cup semifinal score update please for real",online
so derive convex optimization basics step by step thanks,local
ok vector cross product explained with an example problem briefly,local
urgent - is the main train route open or blocked at the moment this morning,online
"hey, give me a quick rundown of the unification of germany before my exam",local
Practice problem using quadratic formula,local
Quick q - quick refresher on asynchronous programming before my exam,local
How does memoization actually work under the hood,local
current valuation on nvidia stock,online
Any delays on the airport terminal today,online
reliance shares rate as of this minute,online
the theory of evolution basics — what actually happened,local
"need this for an interview, how to solve problems using gradient descent math",local
so current air quality index in berlin rn,online
Explain ancient egyptian pyramid construction in a short paragraph,local
is the subway line open or blocked at the moment this evening,online
"genuinely curious, probability distributions explained with an example problem for revision",local
difference between monolith vs microservices and singleton pattern for revision,local
"Genuinely curious, timeline of the renaissance key artists with an example",local
is the premier league match still playing right now while i'm stuck in traffic,online
will it rain in chennai in the next few hours,online
"hey, breaking news on the airline strike rn",online
ok how to solve problems using the pythagorean theorem,local
"fyi need to know, current air quality index in chennai before my meeting",online
The earthquake near the coast status update please,online
ok so the premier league match score update please rn,online
crude oil price today's high and low,online
Real world use case for thread pools,local
Notes on mutex vs semaphore for my assignment,local
Is the flyover near the city center closed due to the accident,online
graph traversal interview question breakdown,local
quick q - the periodic table history — what actually happened?,local
"genuinely curious, central limit theorem formula and when to use it",local
"Genuinely curious, probability distributions formula and when to use it for my notes",local
hypothesis testing formula and when to use it thanks,local
the ceasefire negotiations status update please,online
"fyi need to know, is the champions league final still playing right now no cap",online
"for my homework, main causes and effects of the treaty of versailles terms",local
so why did the boston tea party happen for revision,local
"Real talk, is the flyover near the city center open or blocked at the moment asap",online
Dependency injection for dummies,local
real time quote for silver rate,online
load balancing cheat sheet thanks,local
urgent - is the world cup qualifier still playing right now before my meeting,online
so walk me through event loop in node step by step before my exam,local
The cyclone warning developments as of today,online
"hey, chain rule in calculus explained with an example problem briefly",local
ok the printing press invention impact summary for history class thanks,local
is the airport shut due to the fog this morning,online
the t20 world cup game result just now,online
"So i don't get database indexing, someone explain?",local
"need this for an interview, law of sines for my calculus homework",local
quick one - any delays on the ring road today tonight,online
"Just checking, is the airport terminal closed due to the accident?",online
"need this for an interview, i don't get pointers vs references, someone explain with an example",local
"test driven development, explain like i'm a beginner coder",local
how does normalization forms actually work under the hood,local
"hey, the premier league match score update please tonight",online
tesla stock today's high and low,online
How to solve problems using markov chains — struggling with this,local
how humid is it in los angeles right now,online
dynamic programming cheat sheet — struggling with this,local
is the t20 world cup game still playing right now,online
so chain rule in calculus — proof and intuition for revision,local
"real talk, traffic status on the metro line this morning",online
urgent - breaking news on the airline strike today,online
"for my homework, give me a quick rundown of the moon landing mission details briefly",local
quick q - binary search tree vs unit testing vs integration testing which is better and when,local
"real talk, any delays on the interstate today no cap",online
did tesla stock go up or down this morning tonight,online
urgent - is infosys shares pumping or dumping today for real,online
"i keep forgetting git rebase vs merge, break it down for me",local
"hey, any delays on the expressway today before i head out",online
timeline of the partition of india,local
so did the airline strike get resolved yet — need it fast,online
"for class tomorrow, why did the discovery of penicillin happen?",local
so what's going on with the ceasefire negotiations at the moment for the group chat,online
"For my homework, when should i pick singleton pattern over lambda expressions",local
"fyi need to know, bitcoin live chart movement",online
Who's leading in the t20 world cup game currently this evening,online
"fyi need to know, just heard about the ceasefire negotiations, what's the latest rn",online
"For my homework, quick refresher on mutex vs semaphore before my exam with an example",local
"real talk, how bad is the storm system offshore right now this evening",online
"hey, practice problem using taylor series expansion?",local
permutations and combinations for my calculus homework briefly,local
"For class tomorrow, real world use case for connection pooling for my notes",local
background on the great depression causes for my essay,local
background on the treaty of versailles terms for my essay — struggling with this,local
summarize garbage collection in a few bullet points,local
The vaccine rollout progress status update please?,online
final score of the world cup qualifier no cap,online
ok so ripple xrp market cap right now for real,online
ok walk me through pointers vs references step by step,local
"need this for an interview, notes on bit manipulation tricks for my assignment",local
Ok so is the highway open or blocked at the moment,online
nasdaq price right now,online
"Genuinely curious, hypothesis testing formula and when to use it for revision",local
"genuinely curious, explain pointers vs references with a simple example briefly",local
"For my homework, summarize singleton pattern in a few bullet points in simple terms",local
"For my homework, gradient descent math explained with an example problem — struggling with this",local
ngl is the subway line closed due to the accident before my meeting,online
"so i don't get trie data structure, someone explain before my exam",local
"Just checking, the ashes series highlights from tonight at the moment",online
quick q - window functions in sql tutorial with code thanks,local
"hey, recursion for dummies with an example",local
So how bad is the border tensions right now before i head out,online
quick one - nvidia stock market cap right now for the group chat,online
urgent - what's going on with the covid case numbers at the moment for the group chat,online
ok so quick check on sensex before i trade,online
so why did the ottoman empire decline happen,local
did the cabinet reshuffle get resolved yet,online
dijkstra's algorithm interview question breakdown,local
"for class tomorrow, taylor series expansion for my calculus homework with an example",local
"Just checking, who's leading in the wimbledon final currently in the last hour",online
"hey, the pythagorean theorem explained with an example problem pls",local
"for class tomorrow, joins in sql interview question breakdown for revision",local
"Real talk, quick check on nasdaq before i trade — need it fast",online
"genuinely curious, why is graph traversal used instead of closures in javascript for revision",local
"just checking, final score of the ipl match right now",online
How does virtual functions in c++ actually work under the hood,local
any updates on the earthquake near the coast happening today tonight,online
"hey, how is bitcoin trending today",online
quick one - the cyclone warning status update please pls,online
the industrial revolution key inventions — what actually happened before my exam,local
any updates on the border tensions happening today currently,online
the border tensions — anything new in the last hour,online
"fyi need to know, infosys shares market cap right now rn",online
"for class tomorrow, how to solve problems using limits and continuity pls",local
quick q - notes on REST vs GraphQL for my assignment,local
standard deviation formula for my calculus homework,local
urgent - current air quality index in chennai,online
quick q - standard deviation formula — proof and intuition,local
is the flight delayed out of chennai due to fog,online
primary key vs unique key for dummies,local
quick q - vector cross product explained with an example problem briefly,local
"for class tomorrow, background on the industrial revolution key inventions for my essay pls",local
so docker containers — key points to remember thanks,local
urgent - final score of the t20 world cup game rn,online
"need this for an interview, explain the french revolution timeline in a short paragraph",local
"real talk, is the subway line closed due to the accident for real",online
the treaty of versailles terms summary for history class in simple terms,local
Urgent - who's leading in the grand slam tennis match currently no cap,online
how to solve problems using derivative of a function,local
so the india vs australia test result just now right now,online
"just checking, any delays on the harbor bridge today",online
Give me a quick rundown of the decolonization of africa,local
"ok version control branching, explain like i'm a beginner coder with an example",local
should i carry an umbrella in chennai today,online
summarize virtual functions in c++ in a few bullet points with an example,local
law of cosines explained with an example problem,local
"Genuinely curious, when should i pick denormalization over monolith vs microservices",local
"for my homework, probability distributions — proof and intuition before my exam",local
bitcoin live chart movement,online
is usd to inr pumping or dumping today,online
"need this for an interview, key figures involved in the discovery of penicillin with an example",local
"genuinely curious, permutations and combinations formula and when to use it for my notes",local
quick one - current congestion level on the highway currently,online
"for my homework, pros and cons of kubernetes pods pls",local
why is kubernetes pods used instead of monads in haskell,local
"fyi need to know, did nifty 50 go up or down this morning asap",online
is the f1 race still playing right now right now,online
how is crude oil price trending today,online
Explain the causes of world war 1 in a short paragraph,local
did nifty 50 go up or down this morning,online
"genuinely curious, how does multiple inheritance in python actually work under the hood briefly",local
Ok key figures involved in the cold war origins — struggling with this,local
give me a quick rundown of the printing press invention impact,local
quick one - real time quote for tesla stock right now,online
bayes theorem for my calculus homework before my exam,local
"genuinely curious, real world use case for denormalization",local
final score of the ashes series for real,online
"for class tomorrow, derive logarithm rules step by step before my exam",local
"hey, how to solve problems using chain rule in calculus?",local
ok polymorphism example in python please pls,local
"just checking, who won the f1 race last night",online
live score for the t20 world cup game,online
"for my homework, explain the printing press invention impact in a short paragraph",local
Quick check on apple stock before i trade,online
"Genuinely curious, derive standard deviation formula step by step for revision",local
"Just checking, any delays on the interstate today no cap",online
"hey, practice problem using taylor series expansion before my exam",local
urgent - is the world cup qualifier still playing right now — need it fast,online
so permutations and combinations — proof and intuition thanks,local
so crude oil price rate as of this minute rn,online
quick check on sensex before i trade,online
"for class tomorrow, correlation vs causation explained with an example problem — struggling with this",local
Ok so quick check on apple stock before i trade before i head out,online
"Genuinely curious, notes on quick sort for my assignment",local
lambda expressions cheat sheet — struggling with this,local
"hey, i don't get regular expressions, someone explain in simple terms",local
The t20 world cup game score update please today,online
who's leading in the premier league match currently while i'm stuck in traffic,online
"genuinely curious, background on when the berlin wall fell for my essay pls",local
how to solve problems using matrix multiplication rules briefly,local
solana price right now,online
the la liga clasico highlights from tonight?,online
Binary search tree for dummies,local
"for class tomorrow, walk through central limit theorem with numbers thanks",local
ngl is the la liga clasico still playing right now right now,online
How is usd to inr trending today,online
Linear regression math explained with an example problem,local
ngl final score of the euro cup semifinal just curious,online
"hey, bayes theorem for my calculus homework",local
should i carry an umbrella in dubai today at the moment,online
live score for the premier league match as of now,online
should i carry an umbrella in dubai today,online
"just checking, reliance shares market cap right now today",online
Current air quality index in kolkata,online
important dates related to the industrial revolution key inventions,local
any updates on the ceasefire negotiations happening today,online
"Need this for an interview, chain rule in calculus — proof and intuition for revision",local
The covid case numbers developments as of today,online
Main causes and effects of the printing press invention impact,local
current air quality index in bangalore as of now,online
"Hey, how bad is the vaccine rollout progress right now",online
final score of the ipl match,online
so traffic status on the airport terminal this morning at the moment,online
quick q - walk through markov chains with numbers in simple terms,local
"just checking, any delays on the toll plaza today",online
key figures involved in ancient egyptian pyramid construction,local
Key figures involved in the boston tea party,local
"just checking, is the border tensions affecting traffic right now before my meeting",online
"just checking, live score for the wimbledon final for real",online
will it rain in singapore in the next few hours,online
Timeline of the printing press invention impact,local
the expressway conditions right now because of the storm right now,online
Timeline of the partition of india,local
Urgent - is the highway flooded from the downpour right now before my meeting,online
quick pulse check on dogecoin today for real,online
quick one - who won the ipl match last night,online
derive chain rule in calculus step by step,local
"for class tomorrow, i keep forgetting binary search tree, break it down for me pls",local
quick one - is the flight delayed out of tokyo due to fog this morning,online
"hey, bitcoin live chart movement before i head out",online
"for my homework, compare trie data structure and multithreading in java in one paragraph in simple terms",local
explain deadlocks with a simple example before my exam,local
nvidia stock price action this week so far,online
"just checking, infosys shares price action this week so far no cap",online
quick q - logarithm rules explained with an example problem pls,local
urgent - real time quote for silver rate — need it fast,online
real world use case for normalization forms pls,local
"for class tomorrow, quick refresher on window functions in sql before my exam in simple terms",local
How humid is it in sydney right now,online
how would you implement dynamic programming from scratch,local
"for class tomorrow, permutations and combinations for my calculus homework for revision",local
textbook definition of trie data structure,local
Explain message queues with a simple example,local
compare static vs dynamic typing and two pointer technique in one paragraph,local
the renaissance key artists — what actually happened,local
"genuinely curious, explain the theory of evolution basics in a short paragraph",local
Walk me through joins in sql step by step,local
give me a quick rundown of the cold war origins,local
"Just checking, is the metro line flooded from the downpour right now?",online
"hey, usd to inr rate as of this minute in the last hour",online
Who's leading in the world cup qualifier currently,online
nvidia stock rate as of this minute,online
ok the mughal empire timeline summary for history class,local
"for class tomorrow, test driven development cheat sheet",local
bit manipulation tricks vs dijkstra's algorithm which is better and when pls,local
Ngl is it safe to drive in sydney with this storm?,online
is the toll plaza closed due to the accident no cap,online
"just checking, crude oil price rate as of this minute pls",online
notes on CAP theorem for my assignment,local
"hey, quick refresher on graph traversal before my exam",local
the champions league final score update please currently,online
any updates on the trade deal talks happening today currently,online
so give me a quick rundown of the renaissance key artists,local
did the supreme court verdict get resolved yet,online
Gold rate price right now,online
is the t20 world cup game still playing right now before my meeting,online
"just checking, any delays on the airport terminal today",online
The power outage in the city status update please,online
so breaking news on the tech layoffs news as of now,online
real time quote for nasdaq asap,online
reliance shares market cap right now for the group chat,online
"for my homework, walk through law of cosines with numbers",local
Is the f1 race still playing right now before i head out,online
quick one - any delays on the main train route today?,online
Ok how to solve problems using law of sines in simple terms,local
laplace transform — proof and intuition,local
"For my homework, i don't get B-tree indexing, someone explain for my notes",local
Quick one - the ring road conditions right now because of the storm before i head out,online
Background on the moon landing mission details for my essay,local
ok so the s&p 500 rate as of this minute rn,online
is the flyover near the city center flooded from the downpour right now,online
"genuinely curious, explain the boston tea party in a short paragraph",local
"Hey, is the airport terminal open or blocked at the moment pls",online
"Fyi need to know, is the t20 world cup game still playing right now",online
"just checking, final score of the euro cup semifinal in the last hour",online
ok so how is usd to inr trending today this evening,online
"genuinely curious, topological sort tutorial with code",local
practice problem using integration by parts for my notes,local
"genuinely curious, partial derivatives explained with an example problem — struggling with this",local
ngl who won the euro cup semifinal last night,online
"genuinely curious, derive standard deviation formula step by step",local
quadratic formula — proof and intuition — struggling with this,local
what's going on with the parliament session today at the moment,online
"for class tomorrow, quick sort, explain like i'm a beginner coder pls",local
quick one - did ripple xrp go up or down this morning asap,online
how is nvidia stock trending today,online
is the airport terminal open or blocked at the moment right now,online
"for my homework, dijkstra's algorithm interview question breakdown",local
"hey, is the expressway closed due to the accident for the group chat",online
current congestion level on the flyover near the city center,online
ok so how is solana trending today this evening,online
So main causes and effects of the cold war origins in simple terms,local
"Real talk, silver rate live chart movement as of now",online
Is the subway line open or blocked at the moment,online
timeline of the printing press invention impact thanks,local
"need this for an interview, regular expressions vs tail recursion which is better and when pls",local
"Fyi need to know, the asia cup final score update please",online
"for my homework, standard deviation formula formula and when to use it with an example",local
probability distributions for my calculus homework,local
"just checking, who's leading in the ufc fight card currently today",online
walk through integration by parts with numbers,local
"fyi need to know, the euro cup semifinal score update please this evening",online
"hey, hypothesis testing explained with an example problem thanks",local
who's leading in the champions league final currently pls,online
quick q - bayes theorem explained with an example problem for revision,local
how to solve problems using matrix multiplication rules,local
"genuinely curious, explain the silk road trade routes in a short paragraph?",local
"fyi need to know, is the cyclone warning still ongoing — need it fast",online
"hey, the central bank's rate decision status update please",online
Difference between subqueries in sql and lambda expressions,local
ngl traffic status on the flyover near the city center this morning,online
practice problem using convex optimization basics in simple terms,local
How does inheritance vs composition actually work under the hood,local
did the fed announce anything about rates today,online
"hey, quick check on solana before i trade as of now",online
main causes and effects of the ottoman empire decline thanks,local
logarithm rules for my calculus homework briefly,local
"for my homework, the pythagorean theorem for my calculus homework in simple terms",local
real world use case for race conditions,local
so derive laplace transform step by step briefly,local
Summarize graph traversal in a few bullet points,local
"real talk, nifty 50 market cap right now?",online
"fyi need to know, how bad is the border tensions right now just curious",online
ngl who won the champions league final last night currently,online
background on the fall of the roman empire for my essay,local
is the harbor bridge flooded from the downpour right now for the group chat,online
gold rate price right now,online
so infosys shares price right now for real,online
"for my homework, standard deviation formula — proof and intuition in simple terms",local
"for my homework, explain the cold war origins in a short paragraph in simple terms",local
quick q - when should i pick normalization forms over stack vs heap memory before my exam,local
urgent - reliance shares price action this week so far today,online
ok so breaking news on the tech layoffs news — need it fast,online
difference between abstract class and interface standard definitions,local
quick one - is the nba game still playing right now in the last hour,online
practice problem using standard deviation formula pls,local
"real talk, did the earthquake near the coast get resolved yet — need it fast",online
live score for the world cup qualifier at the moment,online
"Genuinely curious, explain the wright brothers first flight in a short paragraph in simple terms",local
Apple stock live chart movement,online
"hey, is the flyover near the city center closed due to the accident",online
quick q - main causes and effects of the discovery of penicillin,local
"just checking, nifty 50 price right now for real",online
Quick q - summarize linked list in a few bullet points?,local
the cyclone warning developments as of today in the last hour,online
ripple xrp live chart movement — need it fast,online
Main causes and effects of the printing press invention impact for revision,local
Ok so any delays on the airport terminal today as of now,online
key figures involved in the american civil war causes,local
ok so is the ceasefire negotiations affecting traffic right now?,online
background on the printing press invention impact for my essay,local
give me a quick rundown of the unification of germany in simple terms,local
important dates related to the unification of germany,local
"just checking, infosys shares price right now just curious",online
my hashmap implementation has collisions that overwrite values,local
"Genuinely curious, explain ancient egyptian pyramid construction in a short paragraph — struggling with this",local
derive eigenvalues and eigenvectors step by step,local
is the border tensions affecting traffic right now today,online
"Hey, current air quality index in sydney this evening",online
"hey, walk through matrix multiplication rules with numbers — struggling with this",local
Solid overview of normalization forms for revision,local
final score of the t20 world cup game?,online
why is pointers vs references used instead of singleton pattern,local
so apple stock price action this week so far pls,online
"For class tomorrow, notes on REST vs GraphQL for my assignment briefly",local
so the pythagorean theorem formula and when to use it pls,local
"hey, is the nba game still playing right now",online
"fyi need to know, just heard about the covid case numbers, what's the latest",online
timeline of ancient egyptian pyramid construction pls,local
"need this for an interview, notes on joins in sql for my assignment pls",local
give me a quick rundown of the fall of the roman empire?,local
ok probability distributions formula and when to use it thanks,local
quick q - explain the partition of india in a short paragraph for my notes,local
"just checking, should i carry an umbrella in delhi today before i head out",online
Important dates related to the periodic table history briefly,local
Vector cross product formula and when to use it,local
Urgent - is the india vs australia test still playing right now tonight,online
"genuinely curious, why is B-tree indexing used instead of virtual memory before my exam",local
quick one - nifty 50 price right now just curious,online
"Real talk, how humid is it in kolkata right now at the moment",online
So how bad is the wildfire in the hills right now?,online
Why is promises vs callbacks used instead of git rebase vs merge,local
Reliance shares price right now?,online
the india vs australia test score update please before my meeting,online
"hey, who won the wimbledon final last night at the moment",online
ok so is the nba game still playing right now asap,online
live score for the ashes series this evening,online
Difference between eventual consistency and REST vs GraphQL,local
"real talk, is the metro line open or blocked at the moment today",online
Solid overview of compiler vs interpreter for revision for revision,local
Quick one - breaking news on the cyclone warning before my meeting,online
Ok so is the metro line flooded from the downpour right now this morning,online
Derivative of a function explained with an example problem,local
How to solve problems using central limit theorem,local
"hey, real time quote for dow jones for the group chat",online
give me a quick rundown of the mughal empire timeline for revision,local
Should i carry an umbrella in hyderabad today as of now,online
"I don't get generics in java, someone explain",local
key figures involved in the fall of the roman empire,local
